,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P01860,0.21748401,0.21650718,0.23392858,0.25447315,0.19491525,0.23105134,0.24289773,0.23007712,0.25585586,0.24807692,0.2572402,0.24044587,0.218107,0.22892939,0.24536377,0.23571429,0.24797407,0.25734025,0.2599278,0.24797407,0.17388408,0.16428572,0.16058823,0.17880794,0.22337662,0.17456897,0.15638767,0.15638767,0.17180617,0.15265487,0.16150442,0.16150442,0.15198238,0.15638767,0.8542601,0.8340807,1.0,0.8251121,0.33089578,0.35867447,0.34302327,0.23832528,0.23819302,0.2248062,0.13907285,0.13452914,0.13839285,0.13199106,0.21902655,0.23909532,0.24570447,0.22012578,0.2196162,0.2231579,0.2278481,0.21991701,0.24517088,0.2514507,0.12419614,0.18580376,0.23827392,0.20638297,0.25,0.17477876,0.24460432,0.2680067,0.17035398,0.135255,0.22882427,0.23076923,0.25662252,0.24930362,0.24492557,0.2539913,0.25081968,0.25041187,0.08163712,0.21428572,0.2548387,0.20160213,0.22056074,0.15011038,0.18123667,0.2159091,0.25357142,0.25786164,0.23941606,0.21174005,0.25331125,0.15973742,0.22843823,0.14814815,0.24264705,0.24365482,0.25845736,0.23426062,0.2536657,0.19700214,0.16025642,0.19075145,0.2059095,0.13853659,0.19066456,0.26821193,0.24958402,0.22750643,0.155631,0.155631,0.14412417,0.13436124,0.13436124,0.2117904,0.14190687,0.23244147,0.23240373,0.21822034,0.12706198,0.20886075,0.19864865,0.2147923,0.24804991,0.25340137,0.22543353,0.24521072,0.1842546,0.244373,0.21459228,0.20340681,0.20956257,0.23279352,0.21338913,0.23415492,0.23155217,0.18318966,0.21875,0.2504638,0.25649914,0.20470127,0.20081411,0.1546841,0.13895907,0.24633431,0.2118421,0.26842105,0.22978723,0.23186344,0.24473684,0.21980676,0.24295774,0.15659955,0.24304268,0.18855932,0.17307693,0.221519,0.21656051,0.23154363,0.1764706,0.16993465,0.16993465,0.15777777,0.15144767,0.25,0.23862068,0.21481481,0.20378152,0.19525692,0.25742576,0.24415205,0.20871328,0.16957432,0.24810606,0.22745098,0.16305108,0.24020442,0.25261584,0.25560537,0.25504586,0.24,0.11642493
P01861,0.235012,0.2189422,0.23765996,0.26359832,0.21002387,0.23383084,0.22990127,0.22106633,0.27911645,0.27813163,0.26909092,0.24324325,0.21651785,0.21688159,0.24300441,0.23354037,0.25042883,0.2650376,0.25842696,0.25297114,0.16353887,0.15187612,0.15239221,0.18581907,0.22821577,0.18491484,0.17444718,0.17079207,0.18316832,0.16,0.18137255,0.18159205,0.16995074,0.17530864,0.92,0.9318182,0.8251121,1.0,0.3197026,0.35913977,0.3490364,0.2369338,0.25,0.25263157,0.15632755,0.15151516,0.1675,0.14141414,0.1989071,0.23973727,0.24558304,0.24824356,0.23459716,0.22767857,0.22654462,0.2239819,0.23574731,0.25308642,0.11414791,0.20091324,0.24435319,0.22769953,0.2519685,0.19711539,0.2283237,0.2576792,0.17690417,0.1446384,0.23283984,0.22875817,0.262697,0.23589002,0.23907104,0.245142,0.25466892,0.2582897,0.07402541,0.20952381,0.25709516,0.20473538,0.23564357,0.16461916,0.20902613,0.21749409,0.26151013,0.25632378,0.23088455,0.22144522,0.24747474,0.17444718,0.225,0.1580247,0.24806201,0.2585895,0.24343015,0.23817034,0.2320917,0.21927711,0.17910448,0.17985013,0.19833179,0.13011695,0.17186251,0.2670068,0.2284264,0.2276964,0.14816901,0.14816901,0.15647922,0.16296296,0.16296296,0.20833333,0.15075377,0.25,0.23620933,0.23488373,0.12371134,0.20086393,0.20474778,0.20987654,0.25287357,0.2504472,0.24197002,0.24845996,0.18236302,0.25167784,0.23349057,0.19778001,0.20711297,0.23423423,0.21768707,0.24809161,0.22134387,0.19194312,0.23012552,0.2644135,0.24329159,0.19744597,0.20612814,0.17031631,0.13074204,0.2361516,0.21199442,0.26047358,0.24881516,0.2301013,0.24559022,0.21323529,0.2514735,0.1716418,0.23282443,0.21090047,0.17857143,0.22675736,0.22222222,0.23539823,0.19664268,0.19506173,0.19506173,0.1775,0.16915423,0.24380165,0.23268698,0.2139738,0.23185012,0.18512659,0.2744681,0.24247226,0.20841889,0.16339411,0.25154638,0.22482759,0.13855843,0.24280575,0.24648985,0.25382262,0.2689243,0.24733096,0.11390416
P01871,0.22107439,0.24634147,0.24957265,0.23369566,0.18623482,0.24752475,0.24114442,0.24337958,0.25506756,0.24640287,0.25080386,0.25673535,0.20610687,0.23648648,0.24162011,0.23793103,0.26848873,0.25538972,0.26079735,0.25559106,0.18675497,0.16923077,0.17168142,0.16494845,0.23218997,0.18997912,0.14730291,0.15157895,0.1552795,0.15400843,0.15592515,0.15866388,0.14876033,0.1557377,0.31559634,0.32156134,0.33089578,0.3197026,1.0,0.34398496,0.34535104,0.2571885,0.2303263,0.24,0.13389121,0.12210526,0.14822547,0.14105263,0.23404256,0.24324325,0.24242425,0.21556886,0.21456693,0.2312253,0.23091602,0.21832359,0.24925373,0.26,0.13303858,0.208,0.24210526,0.20792079,0.2623853,0.17453799,0.2567376,0.26031747,0.15966387,0.14853556,0.25786164,0.24936709,0.2564516,0.2573018,0.24563758,0.25383544,0.25119236,0.25407165,0.08455641,0.24360903,0.26655897,0.22853185,0.25504586,0.15368421,0.19315895,0.23130034,0.2559322,0.2677761,0.24055944,0.2073922,0.2553517,0.15163934,0.24358974,0.14046122,0.2360877,0.25123152,0.24538259,0.22841966,0.25287357,0.20564516,0.18448637,0.19852337,0.20702402,0.14250973,0.19248827,0.25316456,0.26,0.24116161,0.16968326,0.16968326,0.14345114,0.15208334,0.15208334,0.23698781,0.14078675,0.24564184,0.26344085,0.23752496,0.13853006,0.218107,0.20903955,0.21980198,0.26194146,0.25,0.22928709,0.22761194,0.20187393,0.2636656,0.21314742,0.2243083,0.22857143,0.23014256,0.21169356,0.27192983,0.2310559,0.19087137,0.22932331,0.2513863,0.24483307,0.20981713,0.20838971,0.15384616,0.14521782,0.24285714,0.23182441,0.25293133,0.23306774,0.25069252,0.24657534,0.23995128,0.25451264,0.13786009,0.25223613,0.18661258,0.18295218,0.22334003,0.21259843,0.24409449,0.17610063,0.17864476,0.17864476,0.15833333,0.14495799,0.25,0.24598931,0.22476587,0.19488189,0.19496855,0.25291827,0.23884892,0.22343595,0.17125171,0.25268817,0.23552124,0.16214335,0.2469352,0.26483357,0.24393724,0.25486726,0.25289255,0.12411903
P01876,0.25179857,0.22727273,0.24444444,0.25313807,0.20665084,0.22166874,0.23272215,0.23116884,0.24587156,0.23828125,0.24637681,0.23762377,0.23210412,0.22987165,0.24639769,0.22944786,0.2538071,0.2504744,0.24772313,0.26029655,0.16475354,0.15311572,0.15243179,0.18289787,0.23620933,0.17577197,0.1725,0.18,0.17293233,0.16541353,0.18316832,0.18656716,0.16790123,0.16748768,0.3599138,0.35470086,0.35867447,0.35913977,0.34398496,1.0,0.90123457,0.23178808,0.25503355,0.24683544,0.15517241,0.14179105,0.15594059,0.16169155,0.20348205,0.2249191,0.24054983,0.23584905,0.21839081,0.2302483,0.22850679,0.23004694,0.2388974,0.2625,0.118971065,0.21445782,0.24748491,0.2081448,0.2644628,0.19656019,0.23167156,0.25042018,0.16545013,0.15710723,0.23076923,0.22663252,0.2641166,0.24386725,0.22633745,0.23649634,0.2582897,0.25132743,0.072022766,0.2272,0.27256638,0.18478261,0.24579832,0.1716418,0.20722891,0.22129187,0.260788,0.26029655,0.24174175,0.21028037,0.24543947,0.17487685,0.2295673,0.15517241,0.23883495,0.24314442,0.24123423,0.24691358,0.24074075,0.22037914,0.1809291,0.17768595,0.20465116,0.13437195,0.17670365,0.25370675,0.24870466,0.2264151,0.14917754,0.14974475,0.16666667,0.16,0.16,0.2094818,0.14987715,0.2358156,0.23636363,0.23732719,0.12326932,0.20170757,0.19460227,0.19689119,0.22874807,0.23460898,0.23430963,0.24793388,0.18592528,0.24429968,0.2087156,0.20731707,0.20976116,0.22991072,0.22823529,0.25089607,0.22409326,0.19014084,0.23717949,0.25146198,0.25309736,0.19919111,0.18922652,0.17199017,0.124428645,0.2522388,0.2030598,0.24333926,0.23266219,0.24814264,0.22938144,0.2117503,0.24259259,0.1764706,0.25844932,0.20979021,0.19058824,0.23042506,0.22222222,0.24338624,0.18095239,0.18872549,0.18872549,0.16421568,0.16,0.24261603,0.24157304,0.20996818,0.21917808,0.18095988,0.25409836,0.24116744,0.20932643,0.15822785,0.25195312,0.23224044,0.15038651,0.23767605,0.26047903,0.23410852,0.26396918,0.25735295,0.117693216
P01877,0.25485438,0.22426471,0.25426945,0.23602484,0.21359223,0.21375921,0.2393539,0.22193211,0.24953096,0.2535211,0.25405404,0.24744028,0.23409091,0.22222222,0.24368499,0.22318126,0.24697755,0.2578125,0.25274727,0.26241136,0.15846257,0.14949374,0.14827995,0.19259259,0.22765364,0.18581907,0.16,0.17424242,0.1775,0.17048346,0.18939394,0.18592964,0.16541353,0.16582915,0.35205182,0.34689507,0.34302327,0.3490364,0.34535104,0.90123457,1.0,0.24067797,0.25223213,0.25701943,0.15461347,0.14393939,0.16161616,0.16793893,0.20989011,0.23706177,0.24738675,0.24349882,0.24018475,0.21412803,0.23042506,0.23404256,0.23981191,0.24789916,0.11620426,0.20892018,0.24847251,0.2088167,0.25773194,0.20049505,0.23435226,0.2547332,0.18159205,0.15482233,0.23139377,0.23240373,0.24352331,0.23965763,0.23214285,0.24328358,0.25265017,0.26110125,0.070693806,0.22977346,0.2685026,0.18206158,0.2568421,0.17380352,0.20963855,0.21462265,0.2594697,0.25577557,0.2371134,0.21016166,0.2479062,0.18,0.22533496,0.1675,0.24550898,0.25708884,0.23109244,0.24921136,0.23932926,0.22139303,0.18072289,0.1755977,0.20550458,0.12971121,0.17740652,0.27288428,0.24784854,0.22382198,0.14837976,0.14837976,0.17042607,0.16202532,0.16202532,0.20792079,0.15228426,0.24324325,0.2270195,0.23556583,0.12286995,0.20512821,0.20174165,0.19416499,0.23717949,0.24955116,0.24364407,0.23326571,0.18275861,0.24540901,0.21064815,0.20340681,0.20126449,0.22939867,0.21911421,0.27137548,0.23157895,0.19239905,0.24400872,0.26,0.25771326,0.18962076,0.18922652,0.185,0.12614445,0.25528702,0.20165746,0.25598526,0.23943663,0.23665224,0.21556123,0.21271394,0.25515947,0.17468354,0.24564797,0.20095694,0.19036144,0.2327189,0.22048998,0.24263431,0.19012345,0.1975,0.1975,0.16290727,0.16243654,0.23061225,0.24016854,0.21572796,0.21985815,0.1738437,0.25523013,0.24096386,0.20507614,0.15395382,0.24703558,0.2293956,0.1433591,0.24208567,0.25075987,0.2348367,0.2591876,0.2585895,0.114028215
P02533,0.2020202,0.24019025,0.25490198,0.21541156,0.1838843,0.2294887,0.24048913,0.23574145,0.2300163,0.2431942,0.23642172,0.2528,0.21242484,0.21372329,0.218035,0.23677884,0.2520064,0.24655172,0.24262296,0.23708206,0.17921385,0.16636851,0.16263995,0.1590909,0.22793148,0.1602434,0.13502109,0.14587738,0.14049587,0.1352459,0.13664596,0.14107884,0.14556962,0.14705883,0.23793103,0.24471831,0.23832528,0.2369338,0.2571885,0.23178808,0.24067797,1.0,0.2475442,0.24763705,0.14164905,0.12,0.13655463,0.12266112,0.21294363,0.23943663,0.2234375,0.20318726,0.20077972,0.21611002,0.21526419,0.19805825,0.24888226,0.22610295,0.1318328,0.19262294,0.23007247,0.19488189,0.2366548,0.17118998,0.2535211,0.25039873,0.15592515,0.13894737,0.23815462,0.24287485,0.22307692,0.2398374,0.24,0.23888889,0.22712934,0.24598071,0.086327784,0.20414202,0.24724409,0.29826897,0.22836095,0.14075631,0.19675456,0.22494173,0.255137,0.2435484,0.23333333,0.19238476,0.24454829,0.14375,0.23290846,0.13513513,0.2736842,0.2613828,0.24005134,0.23965763,0.23424658,0.19678715,0.1570248,0.18395463,0.22467771,0.13813229,0.19273302,0.25361156,0.24878049,0.24187256,0.15973003,0.1581604,0.15932915,0.14225942,0.14225942,0.23101953,0.13513513,0.24401914,0.2314578,0.21893491,0.13736019,0.23012552,0.5206612,0.21616162,0.2530303,0.24958678,0.21641791,0.24399261,0.20271416,0.25974026,0.18199609,0.21485148,0.22291021,0.20634921,0.21327968,0.2334437,0.22010177,0.17276423,0.22037037,0.23487544,0.23089431,0.20666014,0.4375,0.16176471,0.1495705,0.2577465,0.31267604,0.25932506,0.21501014,0.24277456,0.2272175,0.23031026,0.2366548,0.14256199,0.24199288,0.20281124,0.17,0.22047244,0.23228346,0.23462783,0.15513627,0.16182573,0.16182573,0.14285715,0.15966387,0.23863636,0.22384106,0.22421053,0.2020202,0.20518868,0.26095238,0.23021583,0.21928935,0.18907563,0.2464539,0.24603175,0.14951321,0.23666666,0.2261236,0.23088023,0.23760684,0.25041735,0.1286664
P02647,0.2524272,0.20516129,0.2737307,0.2457421,0.24038461,0.20184697,0.20679012,0.19398907,0.25054467,0.25641027,0.23505977,0.2319688,0.25862068,0.18236715,0.20673813,0.18654822,0.25,0.2637131,0.24795082,0.2369403,0.12861952,0.122607656,0.11785714,0.22183098,0.20833333,0.21631205,0.19636364,0.20577617,0.2189781,0.1904762,0.20350876,0.21611722,0.17132868,0.18928571,0.25694445,0.22222222,0.23819302,0.25,0.2303263,0.25503355,0.25223213,0.2475442,1.0,0.31564987,0.2189781,0.18518518,0.2,0.1941392,0.1659091,0.22928709,0.24740125,0.2621951,0.24550898,0.23123123,0.23188406,0.21008404,0.2244898,0.25449872,0.087061666,0.26198083,0.2452381,0.25157234,0.250591,0.22372882,0.2265625,0.23781677,0.22183098,0.19188192,0.20480226,0.20965517,0.2430279,0.21068703,0.20392749,0.21821035,0.23856859,0.2312253,0.05435021,0.20804195,0.2495238,0.18786982,0.25515464,0.2020548,0.26143792,0.18125771,0.25054947,0.23738317,0.21710527,0.2625,0.23863636,0.19713262,0.20298879,0.21908127,0.28666666,0.23505154,0.20223153,0.21797004,0.22187005,0.26578072,0.20774648,0.13959391,0.16539197,0.09397944,0.1414713,0.24807692,0.20907298,0.19746122,0.116972476,0.116332375,0.23021583,0.18794326,0.18439716,0.1862631,0.2,0.24848485,0.20735294,0.25914633,0.09152086,0.17743702,0.19155844,0.16332982,0.22477876,0.23031496,0.25,0.2519685,0.14821273,0.25,0.25230768,0.16597939,0.1738661,0.2617647,0.25153375,0.24390244,0.18438762,0.24295774,0.265625,0.26150122,0.23,0.16528925,0.17857143,0.22382672,0.10336049,0.22222222,0.19005848,0.25541127,0.27388534,0.21359223,0.19532324,0.17285532,0.24373576,0.21201414,0.25761124,0.25081432,0.21594684,0.28656715,0.3084112,0.22088353,0.22711864,0.23076923,0.23076923,0.20938627,0.2064057,0.2486911,0.19822486,0.179402,0.23076923,0.1465587,0.26065162,0.21724138,0.16949153,0.13498233,0.2917647,0.21098267,0.10930888,0.2462203,0.22166666,0.19872814,0.25694445,0.2556701,0.08408644
P02649,0.24462366,0.21601017,0.25965664,0.2596811,0.22740525,0.2046332,0.23053892,0.20895523,0.24744377,0.24611974,0.23333333,0.24858756,0.2771739,0.19258372,0.23502304,0.20330368,0.25974026,0.25562373,0.2614108,0.26095238,0.14401077,0.13780707,0.12678571,0.21515152,0.19533528,0.2012012,0.17391305,0.18042813,0.2,0.20433436,0.16816817,0.16975309,0.19325154,0.19877675,0.22290389,0.22417153,0.2248062,0.25263157,0.24,0.24683544,0.25701943,0.24763705,0.31564987,1.0,0.18575852,0.1588785,0.17901234,0.17592593,0.17130144,0.2349624,0.24291497,0.23809524,0.24725275,0.24164525,0.22279793,0.2051948,0.22405271,0.24541284,0.099879175,0.252149,0.2773893,0.2413793,0.2721239,0.1849711,0.2375,0.2623274,0.20615384,0.17701863,0.21428572,0.21981004,0.25891182,0.22171254,0.21229868,0.20364742,0.22857143,0.22761194,0.061801445,0.22569445,0.2534965,0.19158201,0.24509804,0.209375,0.22985074,0.20170109,0.24430642,0.23835126,0.22274882,0.26900584,0.23321554,0.18098159,0.21717791,0.17484662,0.30897704,0.23295455,0.21659635,0.23076923,0.22308892,0.26647565,0.17302053,0.14961961,0.18458611,0.11029771,0.14782609,0.2586521,0.24470136,0.2055944,0.12971428,0.12971428,0.2,0.16981132,0.16981132,0.19212963,0.19135803,0.259542,0.22496371,0.23655914,0.10516854,0.2032967,0.19440125,0.17382199,0.24695653,0.24675325,0.25316456,0.25707546,0.17172593,0.23773585,0.23782235,0.17400205,0.19006479,0.2386059,0.23466666,0.24847251,0.20952381,0.22551928,0.26566416,0.24248926,0.23863636,0.1718908,0.1793313,0.2012384,0.11965377,0.24464832,0.196793,0.26612905,0.23057644,0.2244898,0.2085048,0.2022756,0.25813448,0.20234604,0.26757368,0.23563218,0.20408164,0.2620321,0.2932961,0.24557957,0.2205438,0.20783132,0.20783132,0.16176471,0.18266253,0.2470024,0.21807748,0.18708971,0.20652173,0.15945514,0.25694445,0.21463415,0.19052632,0.14869626,0.28995433,0.21769662,0.11777004,0.23929961,0.2359736,0.20970266,0.25420168,0.25,0.1017282
P02652,0.21491228,0.098535284,0.16009852,0.16666667,0.22330096,0.099590726,0.12300319,0.107801415,0.1589242,0.18181819,0.14285715,0.13877551,0.18726592,0.09975369,0.11363637,0.10078534,0.15531915,0.16587678,0.15727699,0.14644352,0.05970149,0.05532171,0.053699285,0.26900584,0.11162791,0.23809524,0.26206896,0.26206896,0.26241136,0.25,0.2536232,0.25974026,0.2689655,0.27659574,0.15037593,0.15671642,0.13907285,0.15632755,0.13389121,0.15517241,0.15461347,0.14164905,0.2189781,0.18575852,1.0,0.29464287,0.3037037,0.2868217,0.08650519,0.1437247,0.14128035,0.2231405,0.22077923,0.18250951,0.17730497,0.19291338,0.12857144,0.17428571,0.037545417,0.22018349,0.16806723,0.22072072,0.157754,0.25882354,0.12315271,0.14884695,0.27450982,0.25581396,0.10729614,0.10489511,0.1336207,0.11942675,0.121875,0.11666667,0.13513513,0.13948497,0.021477098,0.12570356,0.138833,0.09457365,0.18047337,0.23376623,0.24242425,0.1,0.16341463,0.14229248,0.124786325,0.21800947,0.13518886,0.27152318,0.100381196,0.26760563,0.17128463,0.14678898,0.11686391,0.13605443,0.119932435,0.23222749,0.23225807,0.069171645,0.081652254,0.041666668,0.07067425,0.13849287,0.13983051,0.10549133,0.04988532,0.04988532,0.25531915,0.296,0.296,0.091232225,0.25,0.13968958,0.11455108,0.21132076,0.04222821,0.09518477,0.1010101,0.086538464,0.1329588,0.14038877,0.19661017,0.17751479,0.07319224,0.15289256,0.22325581,0.086406745,0.0898138,0.19548872,0.22362868,0.1662531,0.10369318,0.25862068,0.19333333,0.17548746,0.13559322,0.08627859,0.096,0.23648648,0.04489796,0.11861614,0.10296412,0.16389549,0.22177419,0.12126246,0.11,0.102902375,0.17435898,0.2837838,0.1462141,0.2361809,0.23655914,0.22619048,0.20769231,0.14222223,0.25,0.24050634,0.24050634,0.26811594,0.27941176,0.16467066,0.10518292,0.08988764,0.20179372,0.070032574,0.17117117,0.12633452,0.08817204,0.060584463,0.1631016,0.109281436,0.05480427,0.15348837,0.12305026,0.12631579,0.16839378,0.14988814,0.037386857
P02654,0.2,0.0815508,0.14888337,0.15864022,0.24242425,0.09140518,0.10914928,0.088607594,0.14285715,0.15517241,0.123931624,0.118367344,0.18007663,0.086419754,0.097087376,0.08616188,0.124197,0.14117648,0.14117648,0.12526096,0.048780486,0.04750451,0.04653938,0.25465837,0.099071205,0.22560975,0.25,0.26086956,0.28467155,0.25179857,0.2519685,0.24031007,0.29104477,0.2913386,0.14786968,0.15075377,0.13452914,0.15151516,0.12210526,0.14179105,0.14393939,0.12,0.18518518,0.1588785,0.29464287,1.0,0.325,0.29508197,0.07497116,0.111788616,0.125,0.19915254,0.18965517,0.17928287,0.1764706,0.16129032,0.114285715,0.15186246,0.031489704,0.21078432,0.16011237,0.2184466,0.14016172,0.24528302,0.10837439,0.12970711,0.2720588,0.24615385,0.09298999,0.094233476,0.13146552,0.10063898,0.10344828,0.11018364,0.12552302,0.13675214,0.018189788,0.10456274,0.12903225,0.083850935,0.15294118,0.26277372,0.21649484,0.08365019,0.14460784,0.12974052,0.102389075,0.2173913,0.12024048,0.23972602,0.08928572,0.2682927,0.14786968,0.13824885,0.098966025,0.10958904,0.11148649,0.2085308,0.22077923,0.06410257,0.06448508,0.037726603,0.058346838,0.12727273,0.11513859,0.094339624,0.043004587,0.043004587,0.26865673,0.23255815,0.25619835,0.081560284,0.24812031,0.13111112,0.10681114,0.19685039,0.036420863,0.078475334,0.09589041,0.071657754,0.120527305,0.12882096,0.17182131,0.1661721,0.061728396,0.12603305,0.21182266,0.08033827,0.0756579,0.19465649,0.2,0.14640199,0.089361705,0.23595506,0.16721311,0.15406163,0.12288135,0.07580478,0.08974359,0.2589928,0.039795917,0.1107438,0.09204368,0.14832535,0.19421488,0.108333334,0.09585121,0.08454426,0.14545454,0.28368795,0.14775726,0.2303665,0.2122905,0.18548387,0.18326694,0.13333334,0.25641027,0.19411765,0.19411765,0.26277372,0.31092438,0.15044248,0.099236645,0.076233186,0.19907407,0.062652566,0.1570997,0.110124335,0.07634409,0.054169636,0.14130434,0.09730539,0.0505698,0.13679245,0.11111111,0.10157618,0.14545454,0.13063063,0.030696576
P02655,0.22624435,0.10026738,0.16129032,0.16430596,0.2200957,0.10777626,0.12140575,0.10481586,0.15776698,0.1769663,0.13606912,0.14807302,0.18796992,0.096059114,0.116504855,0.097911224,0.14468086,0.1563981,0.15258215,0.13664596,0.05970149,0.056524355,0.05485987,0.26086956,0.116099074,0.22807017,0.2826087,0.28873238,0.28965518,0.31205675,0.28467155,0.2877698,0.27857143,0.26666668,0.1521197,0.15151516,0.13839285,0.1675,0.14822547,0.15594059,0.16161616,0.13655463,0.2,0.17901234,0.3037037,0.325,1.0,0.29457363,0.081986144,0.1417004,0.14628822,0.22881356,0.21794872,0.17898832,0.18081181,0.18577075,0.12321428,0.16905445,0.03673799,0.21596244,0.17039107,0.2451923,0.15240642,0.2621951,0.122349106,0.1509434,0.25316456,0.27407408,0.1039886,0.10474861,0.13490364,0.119617224,0.11232449,0.1179402,0.13333334,0.14806867,0.021915406,0.11174242,0.13480885,0.099224806,0.17492712,0.3028169,0.23188406,0.102661595,0.16262136,0.13972056,0.12244898,0.23414634,0.1332008,0.27972028,0.100894,0.23448277,0.16377172,0.14383562,0.11373708,0.12457338,0.11932773,0.23113208,0.24390244,0.07087959,0.077884614,0.041666668,0.06737013,0.13995942,0.14132762,0.10449927,0.054472476,0.053899083,0.26,0.2556391,0.2556391,0.08598351,0.2733813,0.13406594,0.10752688,0.20703125,0.043165468,0.09192825,0.10186757,0.09090909,0.11940298,0.13646056,0.18150684,0.163142,0.07224669,0.13636364,0.23831776,0.08773784,0.09080963,0.17948718,0.21311475,0.15920398,0.09943182,0.24479167,0.18770227,0.16986302,0.14042553,0.08627859,0.099358976,0.23780487,0.044387754,0.11513158,0.11076443,0.15654206,0.21686748,0.12186978,0.10271041,0.10144927,0.15503876,0.29166666,0.16052632,0.2371134,0.21195652,0.2055336,0.17624521,0.14955357,0.25748503,0.27450982,0.27450982,0.26811594,0.3,0.16320474,0.1107739,0.093258426,0.20361991,0.06834825,0.1746988,0.11942959,0.09354839,0.06200998,0.17027026,0.113943025,0.055516016,0.14918415,0.121317156,0.12041885,0.17312661,0.14634146,0.035812672
P02656,0.23111111,0.10307898,0.15136476,0.16147308,0.20487805,0.10382514,0.114832535,0.10042433,0.1553398,0.17094018,0.13304721,0.13414635,0.2007722,0.09594096,0.10628019,0.103267975,0.1487069,0.15602838,0.1588785,0.14705883,0.05898305,0.056524355,0.05601907,0.27439025,0.097826086,0.21511628,0.27272728,0.2733813,0.25874126,0.26760563,0.24817519,0.25,0.26241136,0.29496402,0.14640199,0.1425,0.13199106,0.14141414,0.14105263,0.16169155,0.16793893,0.12266112,0.1941392,0.17592593,0.2868217,0.29508197,0.29457363,1.0,0.08285385,0.13939394,0.14660831,0.22077923,0.21794872,0.21011673,0.18283582,0.16731517,0.112676054,0.15561959,0.037545417,0.24056605,0.15469614,0.2200957,0.15549597,0.25316456,0.11620294,0.1380753,0.26490065,0.2651515,0.103151865,0.10084034,0.14102565,0.11111111,0.1105919,0.10797342,0.14853556,0.1274298,0.021477098,0.11090226,0.138,0.09256449,0.16374269,0.27659574,0.23152709,0.10012674,0.1521739,0.1332008,0.11904762,0.20642202,0.1254902,0.28169015,0.10292249,0.20134228,0.16169155,0.14022988,0.10751104,0.11584327,0.1090604,0.2488263,0.23493975,0.06966865,0.07892204,0.043137256,0.067424856,0.14343435,0.14285715,0.10678211,0.053325687,0.052752294,0.2551724,0.2868217,0.29007635,0.092307694,0.28467155,0.14065935,0.11265432,0.20306513,0.039118703,0.093049325,0.09274874,0.08672377,0.11797753,0.13695653,0.18604651,0.16363636,0.073127754,0.13429752,0.23076923,0.087645195,0.08781559,0.1891892,0.23333333,0.16666667,0.10526316,0.21693122,0.18481848,0.17174515,0.12951168,0.08532778,0.100961536,0.26174498,0.04387755,0.11404958,0.10248447,0.1646778,0.21399178,0.12166667,0.10128388,0.0974967,0.14213198,0.25170067,0.15119363,0.23857868,0.2228261,0.21031746,0.2055336,0.13363029,0.23428571,0.26751593,0.26751593,0.25714287,0.27272728,0.15988372,0.10670732,0.08632287,0.22685185,0.06753458,0.16167665,0.12857144,0.08494624,0.061965812,0.17021276,0.10911809,0.05698006,0.15456675,0.11398964,0.11188811,0.17277487,0.16143498,0.035419125
